
Ты финансовый аналитик, прогнозирующий цену акции (тикер: AFLT) на 1-3 месяца по данным за год (daily), МСФО и макроэкономике России.
Текущая цена:74.31
Данные (год, daily, дата|close|SMA_20|SMA_50|MACD|ADX_14|RSI_14|VWAP, |, 
):
date|close|SMA_20|SMA_50|MACD|ADX_14|RSI_14|VWAP
2024-04-27|51.46|51.46|51.46|0.0|0.0||51.46
2024-04-29|51.96|51.71|51.71|0.03988603988604211|0.0|100.0|51.578402029448526
2024-04-30|51.59|51.669999999999995|51.669999999999995|0.04116557495475348|0.0|57.47126436781626|51.579746655460035
2024-05-02|50.66|51.417500000000004|51.417500000000004|-0.032489097854153215|0.0|27.7777777777777|51.35662150919329
2024-05-03|50.25|51.184000000000005|51.184000000000005|-0.12253205691691704|0.0|22.624434389140262|51.14039773064254
2024-05-06|49.68|50.93333333333334|50.93333333333334|-0.23715224356817544|0.0|17.985611510791358|50.93228188039443
2024-05-07|49.57|50.73857142857143|50.73857142857143|-0.33302672321155313|0.0|17.301038062283737|50.81027223530631
2024-05-08|50.23|50.675|50.675|-0.3516973072830112|0.0|32.67605633802809|50.753365059465395
2024-05-10|50.85|50.69444444444444|50.69444444444444|-0.3128586217859066|0.0|42.68585131894486|50.76030484812486
2024-05-13|52.11|50.836|50.836|-0.17835129130486393|0.0|55.985267034990784|50.96224147353699
2024-05-14|54.19|51.14090909090908|51.14090909090908|0.09499036410113604|0.0|68.17576564580557|51.884103796071884
2024-05-15|56.75|51.60833333333333|51.60833333333333|0.5122809446716374|0.0|76.266137040715|53.30471197526356
2024-05-16|55.92|51.940000000000005|51.940000000000005|0.7671692235269134|0.0|70.45871559633028|53.75680206813839
2024-05-17|58.0|52.37285714285714|52.37285714285714|1.1240512742137838|0.0|75.19260400616332|54.38679767659782
2024-05-20|58.17|52.75933333333333|52.75933333333333|1.4044112709147356|0.0|75.51330798479088|54.90993932642546
2024-05-21|58.94|53.145625|53.145625|1.6694863535617515|0.0|76.00596125186289|55.30730922687532
2024-05-22|58.01|53.43176470588236|53.43176470588236|1.7839527419198262|0.0|72.96137339055792|55.444447741409824
2024-05-23|57.71|53.669444444444444|53.669444444444444|1.8293728155118245|0.0|76.40449438202252|55.540744579920066
2024-05-24|58.13|53.904210526315794|53.904210526315794|1.8776150633059814|0.0|79.49101796407189|55.67505147574779
2024-05-27|55.08|53.963|53.963|1.6507095302295482|0.0|67.04545454545455|55.61914832978395
2024-05-28|55.82|54.181|54.051428571428566|1.5131543743408358|0.0|68.97389192471161|55.62905846675522
2024-05-29|56.4|54.403|54.158181818181816|1.4344071225836785|0.0|68.82245271507017|55.655641652362235
2024-05-30|56.22|54.6345|54.24782608695652|1.3420050635422314|0.0|66.83385579937304|55.68652846886638
2024-05-31|55.23|54.863|54.28875|1.1753424239679546|0.0|59.948979591836725|55.67231229106134
2024-06-03|53.68|55.034499999999994|54.264399999999995|0.9077253425468754|0.0|48.316831683168324|55.553512850309815
2024-06-04|57.0|55.4005|54.36961538461538|0.9525526965041919|0.0|50.785669390320564|55.61024787145684
2024-06-05|56.7|55.75699999999999|54.455925925925925|0.9528869174507548|0.0|52.53576072821847|55.6561536542396
2024-06-06|56.39|56.065|54.525|0.917560316568995|27.487366027196817|44.085231447465105|55.6682704061265
2024-06-07|58.51|56.448|54.66241379310345|1.0485430615582843|26.942752480828926|51.092544987146525|55.75459109169986
2024-06-10|57.8|56.7325|54.767|1.0825774849936707|26.627677089486326|46.32258064516129|55.818956421702254
2024-06-11|58.94|56.970000000000006|54.90161290322581|1.1878457371439737|26.20353602533996|52.95989815404201|55.911018084647175
2024-06-13|59.32|57.0985|55.0396875|1.2870975502287507|24.745402854442638|55.09816339455351|56.00249480252177
2024-06-14|62.82|57.44349999999999|55.275454545454544|1.6293934430988344|24.782379748443862|62.427133015368305|56.53441525297748
2024-06-17|61.96|57.64149999999999|55.47205882352941|1.810401411095647|25.106720488767397|70.62350119904077|56.822706439496095
2024-06-18|61.6|57.813|55.64714285714286|1.9028674668071517|25.099225777448115|67.73006134969326|57.06071442837462
2024-06-19|62.03|57.96750000000001|55.824444444444445|1.9879292772157982|24.5907273141617|67.43034055727556|57.23778066182714
2024-06-20|64.4|58.287|56.056216216216214|2.2209785101317934|24.903656771005224|72.30098146128682|57.597905087865286
2024-06-21|63.97|58.6|56.26447368421053|2.3439546497653367|25.194234123788497|74.57817772778402|57.72142906810461
2024-06-24|63.32|58.85949999999999|56.44538461538461|2.361739891361232|25.19245989004408|78.55450236966823|57.79827582474726
2024-06-25|62.45|59.227999999999994|56.5955|2.279358073336809|24.709841416687606|68.88426888426889|57.859007320283226
2024-06-26|64.2|59.647000000000006|56.7809756097561|2.328439462937773|24.623483605132833|73.61460957178839|57.96525202028694
2024-06-27|63.07|59.98049999999999|56.93071428571429|2.2502161703124557|24.551586673096946|69.99999999999999|58.03336641727394
2024-06-28|62.72|60.305499999999995|57.0653488372093|2.135366397796183|24.085270023710674|64.09912926992632|58.06703634462786
2024-07-01|61.2|60.604|57.159318181818186|1.8997961612344767|22.725510226283482|60.800508259212215|58.116866867297794
2024-07-02|61.21|60.980500000000006|57.249333333333325|1.6943802076749108|21.206473010451017|57.768651608487346|58.17427918989935
2024-07-03|60.91|61.17600000000001|57.328913043478266|1.4902009824339473|19.795938452892297|55.471438403303495|58.20071397427327
2024-07-04|59.04|61.293000000000006|57.36531914893617|1.1640753674168423|19.279576826247183|35.34883720930233|58.213612530552005
2024-07-05|58.45|61.396|57.38791666666666|0.8482325024613786|19.417339612094228|36.10451306413304|58.21781338336423
2024-07-08|56.45|61.29299999999999|57.36877551020409|0.4315666395764737|20.09412126585764|31.95515066573232|58.190806625933824
2024-07-09|53.78|61.092|57.297|-0.1127905651290888|21.77503837378212|25.015142337976982|58.045373682886904
2024-07-10|52.33|60.7615|57.3144|-0.653665405680421|23.541953051258595|11.289288005131482|57.86934812392213
2024-07-11|56.73|60.632000000000005|57.4098|-0.7189814157342482|24.14368237374801|31.492842535787318|57.8363876721444
2024-07-12|55.4|60.261|57.486|-0.868058273574313|24.553645034708186|30.43478260869564|57.78693788000173
2024-07-15|54.18|59.872|57.5564|-1.0722859169125556|25.329664270293204|29.917435648372987|57.73436286940479
2024-07-16|55.11|59.54749999999999|57.6536|-1.1458855130674408|26.263533539427353|27.010622154779952|57.68974719703508
2024-07-17|54.51|59.171499999999995|57.75020000000001|-1.238353737826202|26.67477521609423|27.754677754677743|57.654943858607254
2024-07-18|56.28|58.76550000000001|57.8844|-1.1554914781605419|26.591459726410772|34.414327202323335|57.63883097312513
2024-07-19|56.29|58.3815|58.005599999999994|-1.0766051894975845|26.269236965152533|37.180156657963444|57.62325351509131
2024-07-22|58.17|58.124|58.152|-0.852559177701842|25.11923600407281|42.76879162702189|57.6328385663626
2024-07-23|57.12|57.8575|58.252199999999995|-0.7510694627313796|23.93163350764914|41.29536058796509|57.627683582282195
2024-07-24|57.46|57.520500000000006|58.31759999999999|-0.6358730255011693|22.828859760970015|46.09683794466404|57.62641884216513
2024-07-25|58.06|57.27|58.343799999999995|-0.4905097424803273|21.264170358103875|49.03703703703704|57.62986393930421
2024-07-26|55.47|56.907500000000006|58.3348|-0.5776409624214978|20.919270726990646|47.64875239923224|57.588006745397074
2024-07-29|51.99|56.447|58.2146|-0.9169301978463764|21.813051790533475|45.86605080831409|57.40876151797076
2024-07-30|53.98|56.0855|58.1308|-1.0135593116653396|22.926351211049717|53.717890941865704|57.274095571435254
2024-07-31|55.0|55.79|58.052|-0.9963478274874404|23.386427785016142|45.401382243487525|57.23135416188597
