
Ты финансовый аналитик, прогнозирующий цену акции (тикер: SBER) на более чем 1 год по данным за 10 лет (weekly), МСФО и макроэкономике России.
Текущая цена:257.6
Данные (10 лет, weekly, дата|close|SMA_50|SMA_200|MACD|ADX_14|RSI_21|VWAP, |, 
):
date|close|SMA_50|SMA_200|MACD|ADX_14|RSI_21|VWAP
2015-05-04|75.5|75.5|75.5|0.0|0.0|0.0|75.5
2015-05-11|75.05|75.275|75.275|-0.019018867924515348|0.0|0.0|75.30308855912592
2015-05-18|74.35|74.96666666666665|74.96666666666665|-0.06538343894624177|0.0|0.0|74.93393761811492
2015-05-25|73.5|74.6|74.6|-0.14215635068411814|0.0|0.0|74.56431966226525
2015-06-01|70.61|73.80199999999999|73.80199999999999|-0.3318363507337665|0.0|0.0|73.73882085870639
2015-06-08|72.55|73.59333333333333|73.59333333333333|-0.41676261085098076|0.0|28.404099560761324|73.5573180261731
2015-06-15|71.56|73.30285714285715|73.30285714285715|-0.5325297449446253|0.0|24.80818414322249|73.25832042245051
2015-06-22|70.6|72.965|72.965|-0.6739823708405339|0.0|22.095671981776746|73.01231448098154
2015-06-29|70.67|72.71|72.71|-0.7942148241933893|0.0|22.711864406779696|72.76346357090614
2015-07-06|71.06|72.545|72.545|-0.8817739249376331|0.0|25.974025974026006|72.54551328930094
2015-07-13|75.52|72.81545454545454|72.81545454545454|-0.7681284377476203|0.0|50.072992700729905|72.87573915560584
2015-07-20|70.45|72.61833333333333|72.61833333333333|-0.8794803847477368|0.0|36.54768247202984|72.65033373822196
2015-07-27|72.3|72.59384615384616|72.59384615384616|-0.8972146581757556|0.0|42.24054316197865|72.60792066899529
2015-08-03|74.2|72.70857142857143|72.70857142857143|-0.8299040499480981|0.0|47.113676731793966|72.73118033055088
2015-08-10|74.43|72.82333333333332|72.82333333333332|-0.7580889860606703|0.0|47.648351648351664|72.83401277835108
2015-08-17|69.86|72.638125|72.638125|-0.8853709287895839|0.0|39.6778916544656|72.6406176538954
2015-08-24|74.82|72.7664705882353|72.7664705882353|-0.7857484647185373|0.0|48.94671623296157|72.84901770195091
2015-08-31|73.96|72.83277777777778|72.83277777777778|-0.7315294879531109|0.0|47.67652383826191|72.92178438752015
2015-09-07|74.1|72.89947368421052|72.89947368421052|-0.6754049764831791|0.0|47.896634615384606|72.96834187729274
2015-09-14|75.5|73.0295|73.0295|-0.5645101297962611|0.0|50.0|73.08297878392621
2015-09-21|74.97|73.12190476190476|73.12190476190476|-0.4870326236204363|0.0|49.24737290542459|73.16475446983925
2015-09-28|73.8|73.15272727272726|73.15272727272726|-0.4664218724968947|0.0|47.66355140186916|73.19031929287641
2015-10-05|85.77|73.70130434782608|73.70130434782608|0.05913442830151894|0.0|61.18997912317327|74.05850784101038
2015-10-12|88.52|74.31875|74.31875|0.6404483929229059|0.0|64.18418418418419|74.79746039203044
2015-10-19|90.45|74.964|74.964|1.23471215664307|0.0|66.60787771898883|75.45850902893491
2015-10-26|90.53|75.5626923076923|75.5626923076923|1.7604574745428323|0.0|70.65532973869763|76.1389105734517
2015-11-02|94.09|76.24888888888889|76.24888888888889|2.371036665484908|0.0|71.6091492776886|76.74651513950775
2015-11-09|93.4|76.86142857142856|76.86142857142856|2.8752519442117688|29.803806942554164|72.04279370205893|77.18654498064079
2015-11-16|107.3|77.91103448275862|77.91103448275862|3.900416860566324|31.893459864540798|79.36939820742637|78.58240470038805
2015-11-23|104.55|78.79899999999999|78.79899999999999|4.679976694107168|33.98969113257038|75.9975445058318|79.59309238890224
2015-11-30|103.05|79.58129032258064|79.58129032258064|5.292583318987909|35.05600778248309|74.1361098536291|80.278251484277
2015-12-07|98.15|80.1615625|80.1615625|5.611841611598592|35.106449882209056|66.96147504122322|80.85669080781857
2015-12-14|98.81|80.72666666666667|80.72666666666667|5.905428487663443|34.97465086842081|72.76083467094702|81.35929266743742
2015-12-21|101.34|81.3329411764706|81.3329411764706|6.2544365568509335|34.85226606990315|73.05493807557954|81.69763097180748
2015-12-28|101.26|81.90228571428571|81.90228571428571|6.541145023967559|34.73862304270819|72.12230215827338|81.85973211577296
2016-01-04|96.85|82.3175|82.3175|6.588831402708649|33.89514209711609|67.15641261095806|81.97679448854761
2016-01-11|87.27|82.45135135135135|82.45135135135135|6.206265966219917|31.94880708772999|62.373845060412215|82.11531637056247
2016-01-18|91.5|82.68947368421053|82.68947368421053|6.027628742924705|30.859783214861455|61.97931628842287|82.45700321569142
2016-01-25|96.5|83.04358974358973|83.04358974358973|6.062608382247731|28.69775929569526|65.279284164859|82.97213256778336
2016-02-01|97.2|83.39750000000001|83.39750000000001|6.104857954622773|26.690165656469507|65.54090419806244|83.34303415169349
2016-02-08|94.85|83.67682926829268|83.67682926829268|6.024510269020837|25.000429560375512|62.85372658429653|83.6348626600993
2016-02-15|102.39|84.12238095238095|84.12238095238095|6.253864324653165|23.95562537360129|66.66261545940691|84.166276500251
2016-02-22|106.24|84.63674418604651|84.63674418604651|6.600744966130989|23.5024872689058|69.09133709981168|84.57604508958029
2016-02-29|108.99|85.19022727272727|85.19022727272727|7.004132145443421|23.360904013240877|65.32875627145498|85.084053062724
