
Ты финансовый аналитик, прогнозирующий цену акции (тикер: SBER) на 1-3 месяца по данным за год (daily), МСФО и макроэкономике России.
Текущая цена:299.96
Данные (год, daily, дата|close|SMA_20|SMA_50|MACD|ADX_14|RSI_14|VWAP, |, 
):
date|close|SMA_20|SMA_50|MACD|ADX_14|RSI_14|VWAP
2024-05-03|307.53|307.53|307.53|0.0|0.0||307.53
2024-05-06|306.01|306.77|306.77|-0.12125356125352482|0.0|0.0|306.9423398698705
2024-05-07|308.22|307.25333333333333|307.25333333333333|-0.038574686893753096|0.0|59.24932975871382|307.2626217279768
2024-05-08|311.21|308.2425|308.2425|0.2651603250621406|0.0|77.38095238095255|308.59779564385104
2024-05-10|313.49|309.29200000000003|309.29200000000003|0.681987923317422|0.0|83.11111111111131|309.29743028924304
2024-05-13|314.85|310.2183333333333|310.2183333333333|1.109280338778774|0.0|85.32818532818553|310.1672908888412
2024-05-14|318.12|311.34714285714284|311.34714285714284|1.6922669282282072|0.0|88.84812912692603|311.7797215316613
2024-05-15|319.7|312.39125|312.39125|2.2557775959937203|0.0|90.00657462195934|312.8902989391482
2024-05-16|322.91|313.56|313.56|2.927636066795799|0.0|91.74809989142247|314.10320501730064
2024-05-17|323.16|314.52|314.52|3.4406005545547487|0.0|91.85859667916453|314.97166695559974
2024-05-20|321.08|315.11636363636364|315.11636363636364|3.637360759442231|0.0|82.6506024096385|315.7423298693654
2024-05-21|320.64|315.57666666666665|315.57666666666665|3.714966495357544|0.0|80.93440302029254|316.2546825356215
2024-05-22|322.93|316.1423076923077|316.1423076923077|3.9161109722671767|0.0|82.79386712095398|316.61677934965223
2024-05-23|323.54|316.6707142857143|316.6707142857143|4.077735722298712|0.0|83.22955583229553|316.95872423979523
2024-05-24|321.0|316.95933333333335|316.95933333333335|3.955273794576442|0.0|75.2910251595944|317.2355043679138
2024-05-27|317.09|316.9675|316.9675|3.5023446626621535|0.0|69.09028256374901|317.22017929393377
2024-05-28|318.22|317.0411764705882|317.0411764705882|3.1977153466305595|0.0|67.8954903364351|317.2851979770657
2024-05-29|320.38|317.2266666666667|317.2266666666667|3.09491214635932|0.0|66.91257838435993|317.43123080496076
2024-05-30|316.63|317.1952631578947|317.1952631578947|2.6799533752481466|0.0|55.49335199440163|317.38915122629277
2024-05-31|313.11|316.991|316.991|2.0435047269388065|0.0|47.16981132075472|317.01542495975497
2024-06-03|310.95|317.16200000000003|316.7033333333334|1.3492671280989157|0.0|37.900776240297034|316.4153478215929
2024-06-04|316.49|317.68600000000004|316.69363636363636|1.231909839798675|0.0|45.221792200059596|316.419097790293
2024-06-05|314.72|318.011|316.60782608695655|0.9847278066313265|0.0|37.262830482115156|316.3502753157665
2024-06-06|313.08|318.10450000000003|316.46083333333337|0.649018489401783|0.0|34.97316636851524|316.22060696243915
2024-06-07|319.9|318.425|316.5984|0.9226477310094197|0.0|48.45872518286311|316.4362673565196
2024-06-10|317.28|318.5465|316.62461538461537|0.9175122623999528|0.0|45.8477508650519|316.46457249611854
2024-06-11|317.8|318.53049999999996|316.6681481481482|0.9445142483907603|0.0|43.37037994313779|316.4978437768196
2024-06-13|317.71|318.431|316.70535714285717|0.9477264682025179|25.010526875583423|42.36311239193082|316.55694763486895
2024-06-14|319.35|318.25300000000004|316.79655172413794|1.0702690738305023|24.22150550007499|47.78642339683396|316.6260846711703
2024-06-17|317.65|317.9775|316.825|1.0184689036092323|23.48884279424573|50.798630918425566|316.64401838265877
2024-06-18|314.34|317.64050000000003|316.7448387096774|0.7022326573834334|23.467271329823767|44.79054779806655|316.5879866840334
2024-06-19|310.7|317.1435|316.5559375|0.15609619487167947|24.228674919698328|37.50000000000006|316.3259339110673
2024-06-20|314.15|316.70449999999994|316.4830303030303|0.0016463032186493365|25.123077429315007|46.77251431546069|316.1707450229874
2024-06-21|314.14|316.23449999999997|316.41411764705884|-0.12017792873990629|25.606497710309046|51.47522199942705|316.11441718496417
2024-06-24|317.25|316.04699999999997|316.438|0.03383645281661529|25.279981169406636|58.78416062465139|316.14556745373324
2024-06-25|319.8|316.1825|316.53138888888884|0.35753619389004143|24.755270199269496|55.03498630970488|316.23145830487584
2024-06-26|324.55|316.499|316.7481081081081|0.985989994515819|23.202619318494577|63.70990237099014|316.5394087819693
2024-06-27|327.16|316.838|317.0221052631579|1.675337103330662|21.970397859146022|69.12004345464419|316.95524129095395
2024-06-28|327.15|317.364|317.2817948717949|2.1955339879767166|21.09790495643779|62.079306897700675|317.2891604944101
2024-07-01|327.1|318.06350000000003|317.52725|2.57408671540054|20.287732975351577|67.89358600583088|317.53475900923866
2024-07-02|328.37|318.93449999999996|317.79170731707313|2.9426498298733463|19.535430421485806|68.74778290173812|317.71274590640695
2024-07-03|328.2|319.52|318.0395238095238|3.184314380188198|19.168841978055216|68.55323664662181|317.9682193595927
2024-07-04|324.66|320.01699999999994|318.19348837209304|3.0549710577261635|18.005535113196938|58.80013258203513|318.16868702586555
2024-07-05|325.0|320.61299999999994|318.3481818181818|2.9459417189571013|17.152255898759183|62.75598750433883|318.3658056370373
2024-07-08|324.07|320.8215|318.4753333333333|2.7527598527538544|16.250110311317798|68.40711312902012|318.47660413985966
2024-07-09|319.99|320.957|318.5082608695652|2.244565970654378|16.648567710312502|67.28693710457767|318.5319074922905
2024-07-10|316.68|320.901|318.4693617021276|1.5567836872926932|17.526651272189333|54.7325102880659|318.4276152893335
2024-07-11|295.87|319.809|317.99854166666665|-0.6598751807233612|20.732856240389328|30.780559646539047|316.24891661052516
2024-07-12|292.21|318.452|317.4722448979592|-2.6810195909271783|23.609735897822322|23.960066555740397|315.57735184986575
2024-07-15|284.38|316.7885|316.8104|-4.858599746033576|26.621260760133087|16.810344827586164|314.58601876033174
2024-07-16|285.25|315.334|316.3648|-6.439910696660718|29.67910038151253|10.286984640258638|313.32725990736515
2024-07-17|284.68|314.033|315.9382|-7.650910322403774|31.70244993723004|5.227655986509191|312.7058301745414
2024-07-18|289.83|312.817|315.5704|-8.101683130921515|33.60656592253641|14.511220996576554|312.3175118299757
2024-07-19|289.9|311.605|315.1442|-8.356941791373629|34.86653271432923|14.638783269961863|311.97649159750057
2024-07-22|294.71|310.478|314.7686|-8.077991262766318|35.578525023899054|20.021375133594532|311.698362801221
2024-07-23|294.39|309.2075|314.35940000000005|-7.792910463854412|36.13510883508923|19.968022739385276|311.5150156152268
2024-07-24|295.69|307.7645|313.9108|-7.3770447614151635|36.40765483022235|23.200740055504113|311.3315921912272
2024-07-25|296.37|306.225|313.4442|-6.9129101539608655|36.526605795545244|23.68082368082368|311.1718791355032
2024-07-26|293.3|304.5325|312.852|-6.715392610753497|36.061932344678674|22.784362285512117|310.4905331723628
2024-07-29|286.58|302.5065|312.12039999999996|-7.0201820841865015|36.3017761177209|21.767787730268708|309.94044570544276
2024-07-30|290.0|300.588|311.49879999999996|-6.906154667825547|36.676587108386514|27.496626180836714|309.5748849801767
2024-07-31|289.3|298.643|310.872|-6.793954786997801|37.02462588543316|41.613479703855|309.3506151006918
2024-08-01|287.21|296.77049999999997|310.1576|-6.795348558007447|37.443814245391636|43.351063829787236|309.1761872369308
2024-08-02|286.04|294.8225|309.4076|-6.812334007567642|38.09337338170276|52.68261150614096|308.885779076955
2024-08-05|275.49|292.3935|308.4974|-7.589603701581154|39.427699845686|37.98621368783851|307.7792456984936
2024-08-06|279.4|290.364|307.7436|-7.800175641887165|40.666717276527585|43.99454049135574|307.2887584892457
2024-08-07|282.2|288.64|307.0232|-7.652900943928785|41.27456855703473|40.831530881999534|306.8155625417435
2024-08-08|281.09|287.90099999999995|306.23740000000004|-7.538849246737129|41.3009826041248|39.67174677608441|306.39796586222405
2024-08-09|281.44|287.3625|305.5336|-7.335659464074297|41.365188475980574|32.62634197433887|306.1867926841667
2024-08-12|280.74|287.18050000000005|304.8862|-7.148708386898875|41.59461682194807|32.304900181488264|305.92152297752244
2024-08-13|283.92|287.11400000000003|304.3456|-6.667094769318112|41.0530022255423|35.451174289246026|305.7245793297729
2024-08-14|280.32|286.896|303.6222|-6.500963362161485|40.45258735484094|31.496426100991485|305.5205813709389
2024-08-15|278.01|286.305|302.888|-6.480991879492706|40.33435419099011|32.058202299929604|305.23257667212863
2024-08-16|274.6|285.53999999999996|302.1184|-6.663510041168308|40.5102110175116|34.758269720101836|304.94229184156893
2024-08-19|268.17|284.21299999999997|301.0838|-7.243505637453552|41.54607611309465|24.202316237296174|304.0515147540885
2024-08-20|266.2|282.8035|300.0622|-7.772522066025147|42.63466001357183|23.49701698026618|303.33995940709906
2024-08-21|266.93|281.3655|299.0448|-8.040184258598003|43.64548792115779|25.982946470866935|302.8777027615687
2024-08-22|261.6|279.627|297.9226|-8.58345025837906|44.87033959223326|23.652436394997878|302.2123840157833
2024-08-23|259.5|277.937|296.7256|-9.078790283753051|46.31564984562913|28.92169786448723|301.1376508964855
2024-08-26|265.39|276.87749999999994|295.6804|-8.893557650826665|46.51715127529093|32.44800801804064|300.5611816907232
2024-08-27|260.5|275.4025|294.60360000000003|-9.03716675436499|46.85460137384408|24.166666666666714|300.14736680737667
2024-08-28|262.47|274.06100000000004|293.63899999999995|-8.889542356802451|47.555313394438336|28.27811479234728|299.5800708270755
2024-08-29|260.31|272.716|292.56219999999996|-8.844884582566294|47.74818426874727|26.348779941795442|299.15483993113367
2024-08-30|254.45|271.1365|291.3684|-9.17656427987339|48.2842263854614|23.62030905077266|298.5224311497251
2024-09-02|244.31|269.5775|289.9096|-10.140739948363318|49.48433449957976|15.125902447614052|296.94563461163085
2024-09-03|244.04|267.8095|288.3944|-10.802122709164678|50.728832003708526|16.068088290310556|295.3314264388968
2024-09-04|253.01|266.35|286.9636|-10.481643416810527|51.057952060893186|29.208250166334025|294.4853547586363
2024-09-05|252.82|264.9365|285.4768|-10.126263419475436|50.35842420406364|30.86115992970123|293.57866769968786
2024-09-06|254.77|263.603|284.0292|-9.576877228748799|49.777825060384764|37.21861884776805|293.13964547402895
